COD_PAR;COD_PAR_INV;TALHAO;MATGEN;PARCELA;LEVANTAMENTO;ANO;IDADE;DAP;DENSIDADE;AREABASAL;ALTURA;ALTURADOMINANTE;VOLUMECOMERCIAL;VOLUMETOTAL;S2;S1;PR;Classe Idade;NMED;SEQMED;NV;VC/VT;
90120-30-03_13;90120-30-03_13_IFC 2010;90120-30-03;Pinus taeda;13;IFC 2010;2010;7,5;20,3;1239,1;2,2;13,1;14,8;231,2;252,0;22,1;40,7;168,3;8,0;2;1;4,9;0,92;
90120-30-03_13;90120-30-03_13_IFC 2013;90120-30-03;Pinus taeda;13;IFC 2013;2013;10,3;22,9;1219,2;2,6;17,2;20,0;395,8;416,0;101,9;79,6;214,2;10,0;2;2;2,9;0,95;
90120-32-03_12;90120-32-03_12_IFC 2010;90120-32-03;Pinus taeda;12;IFC 2010;2010;7,5;19,4;1598,9;2,5;12,8;13,7;265,5;291,9;3,1;34,6;227,8;8,0;2;1;5,5;0,91;
90120-32-03_12;90120-32-03_12_IFC 2013;90120-32-03;Pinus taeda;12;IFC 2013;2013;9,0;20,8;1499,0;2,6;16,3;16,4;358,0;380,7;3,1;61,3;293,6;9,0;2;2;3,9;0,94;
90120-38-03_24;90120-38-03_24_IFC 2010;90120-38-03;Pinus taeda;24;IFC 2010;2010;7,5;18,1;1379,1;1,9;12,2;11,8;191,1;214,4;12,0;21,3;157,9;8,0;3;1;6,4;0,89;
90120-38-03_24;90120-38-03_24_IFC 2013;90120-38-03;Pinus taeda;24;IFC 2013;2013;9,0;20,1;1339,1;2,3;15,6;14,7;301,4;324,0;45,6;51,0;204,9;9,0;3;2;4,1;0,93;
90120-38-03_24;90120-38-03_24_IFC 2013;90120-38-03;Pinus taeda;24;IFC 2013;2013;10,3;20,8;1299,1;2,4;16,0;15,6;315,9;337,9;47,4;59,1;209,4;10,0;3;3;3,8;0,93;
90120-39-03_25;90120-39-03_25_IFC 2010;90120-39-03;Pinus taeda;25;IFC 2010;2010;7,5;18,2;1479,0;2,1;12,4;12,7;209,0;235,0;0,0;20,6;188,4;8,0;3;1;6,3;0,89;
90120-39-03_25;90120-39-03_25_IFC 2013;90120-39-03;Pinus taeda;25;IFC 2013;2013;9,0;19,6;1459,0;2,4;15,7;15,1;307,0;333,4;15,6;56,6;234,8;9,0;3;2;4,4;0,92;
90120-39-03_25;90120-39-03_25_IFC 2013;90120-39-03;Pinus taeda;25;IFC 2013;2013;10,3;20,6;1419,0;2,5;16,3;17,7;343,2;368,8;25,7;80,6;237,0;10,0;3;3;3,8;0,93;
90120-4-03_6;90120-4-03_6_IFC 2010;90120-4-03;Pinus taeda;6;IFC 2010;2010;7,5;20,1;1439,0;2,4;12,9;13,9;271,1;293,5;22,0;51,8;197,4;8,0;2;1;4,9;0,92;
90120-4-03_6;90120-4-03_6_IFC 2013;90120-4-03;Pinus taeda;6;IFC 2013;2013;9,0;21,8;1339,1;2,6;16,2;15,8;354,3;375,5;48,1;61,4;244,9;9,0;2;2;3,6;0,94;
90120-42-03_20;90120-42-03_20_IFC 2010;90120-42-03;Pinus taeda;20;IFC 2010;2010;7,5;19,3;1558,9;2,4;12,9;14,7;256,0;282,1;5,9;37,7;212,4;8,0;3;1;5,5;0,91;
90120-42-03_20;90120-42-03_20_IFC 2013;90120-42-03;Pinus taeda;20;IFC 2013;2013;9,0;20,7;1519,0;2,7;16,2;16,6;365,6;390,7;40,7;72,3;252,6;9,0;3;2;3,9;0,94;
90120-42-03_20;90120-42-03_20_IFC 2013;90120-42-03;Pinus taeda;20;IFC 2013;2013;10,3;21,3;1479,0;2,9;16,6;18,7;396,6;422,2;69,7;80,0;246,8;10,0;3;3;3,5;0,94;
90120-44-03_21;90120-44-03_21_IFC 2010;90120-44-03;Pinus taeda;21;IFC 2010;2010;7,5;18,3;1419,0;2,0;12,4;13,0;200,0;225,3;2,9;21,7;175,3;8,0;3;1;6,3;0,89;
90120-44-03_21;90120-44-03_21_IFC 2013;90120-44-03;Pinus taeda;21;IFC 2013;2013;9,0;20,0;1339,1;2,3;15,8;15,9;292,0;313,7;9,5;55,9;226,6;9,0;3;2;4,3;0,93;
90120-44-03_21;90120-44-03_21_IFC 2013;90120-44-03;Pinus taeda;21;IFC 2013;2013;10,3;20,9;1339,1;2,5;16,4;17,8;328,5;348,8;27,7;57,7;243,2;10,0;3;3;3,8;0,94;
90120-47-03_23;90120-47-03_23_IFC 2010;90120-47-03;Pinus taeda;23;IFC 2010;2010;7,5;18,6;1598,9;2,3;12,6;13,9;236,6;263,8;6,1;24,3;206,1;8,0;2;1;6,1;0,90;
90120-47-03_23;90120-47-03_23_IFC 2013;90120-47-03;Pinus taeda;23;IFC 2013;2013;9,0;19,5;1598,9;2,6;15,8;15,4;325,3;353,7;16,4;46,0;262,9;9,0;2;2;4,5;0,92;
90120-6-03_5;90120-6-03_5_IFC 2010;90120-6-03;Pinus taeda;5;IFC 2010;2010;7,5;20,6;1618,9;2,9;13,1;14,3;314,1;340,7;26,9;57,5;229,8;8,0;3;1;4,8;0,92;
90120-6-03_5;90120-6-03_5_IFC 2013;90120-6-03;Pinus taeda;5;IFC 2013;2013;9,0;21,5;1558,9;3,0;16,4;16,6;412,2;438,2;55,0;76,2;281,1;9,0;3;2;3,6;0,94;
90120-6-03_5;90120-6-03_5_IFC 2013;90120-6-03;Pinus taeda;5;IFC 2013;2013;10,3;22,6;1538,9;3,2;16,6;17,5;452,5;476,3;79,1;86,9;286,4;10,0;3;3;3,2;0,95;
90120-7-03_1;90120-7-03_1_IFC 2010;90120-7-03;Pinus taeda;1;IFC 2010;2010;7,5;19,3;1638,9;2,5;12,8;13,4;267,8;293,7;6,0;39,3;222,6;8,0;2;1;5,6;0,91;
90120-7-03_1;90120-7-03_1_IFC 2013;90120-7-03;Pinus taeda;1;IFC 2013;2013;9,0;19,9;1638,9;2,7;15,8;16,1;355,1;381,7;6,7;60,3;288,2;9,0;2;2;4,3;0,93;
90120-9-03_2;90120-9-03_2_IFC 2010;90120-9-03;Pinus taeda;2;IFC 2010;2010;7,5;19,5;1578,9;2,5;12,8;14,7;273,5;299,4;23,5;47,5;202,5;8,0;2;1;5,3;0,91;
90120-9-03_2;90120-9-03_2_IFC 2013;90120-9-03;Pinus taeda;2;IFC 2013;2013;9,0;20,9;1519,0;2,8;16,2;17,1;381,0;406,2;51,9;72,5;256,6;9,0;2;2;3,7;0,94;
90121-1-05_6;90121-1-05_6_IFC 2013;90121-1-05;Pinus taeda;6;IFC 2013;2013;7,2;18,4;1538,9;2,1;13,0;13,5;228,9;255,3;0,0;25,3;203,5;7,0;2;1;6,0;0,90;
90121-1-05_6;90121-1-05_6_IFC 2013;90121-1-05;Pinus taeda;6;IFC 2013;2013;8,3;18,7;1538,9;2,2;13,2;14,1;241,0;267,2;0,0;33,4;207,6;8,0;2;2;5,8;0,90;
90121-11-05_2;90121-11-05_2_IFC 2013;90121-11-05;Pinus taeda;2;IFC 2013;2013;7,2;18,7;1474,2;2,2;13,3;15,4;236,1;260,2;6,3;31,1;198,7;7,0;2;1;5,7;0,91;
90121-11-05_2;90121-11-05_2_IFC 2013;90121-11-05;Pinus taeda;2;IFC 2013;2013;8,3;19,0;1474,2;2,2;13,4;16,1;249,3;272,9;12,3;39,0;198,0;8,0;2;2;5,4;0,91;
90121-12-05_1;90121-12-05_1_IFC 2013;90121-12-05;Pinus taeda;1;IFC 2013;2013;7,2;18,5;1610,0;2,3;13,2;14,8;249,7;277,3;9,3;23,3;217,1;7,0;2;1;5,8;0,90;
90121-12-05_1;90121-12-05_1_IFC 2013;90121-12-05;Pinus taeda;1;IFC 2013;2013;8,3;18,8;1610,0;2,4;13,3;15,0;263,1;289,4;9,7;26,2;227,1;8,0;2;2;5,6;0,91;
90121-2-05_8;90121-2-05_8_IFC 2013;90121-2-05;Pinus taeda;8;IFC 2013;2013;7,2;19,2;1479,0;2,3;13,3;14,5;251,0;274,5;9,5;36,1;205,3;7,0;2;1;5,4;0,91;
90121-2-05_8;90121-2-05_8_IFC 2013;90121-2-05;Pinus taeda;8;IFC 2013;2013;8,3;19,4;1479,0;2,3;13,4;15,2;262,3;284,9;10,0;42,0;210,3;8,0;2;2;5,2;0,92;
90121-3-05_7;90121-3-05_7_IFC 2013;90121-3-05;Pinus taeda;7;IFC 2013;2013;7,2;18,2;1474,2;2,1;13,0;13,5;211,0;234,4;0,0;19,3;191,7;7,0;2;1;6,3;0,90;
90121-3-05_7;90121-3-05_7_IFC 2013;90121-3-05;Pinus taeda;7;IFC 2013;2013;8,3;18,6;1474,2;2,2;13,2;14,4;226,6;249,1;0,0;26,9;199,7;8,0;2;2;5,9;0,91;
90121-5-05_5;90121-5-05_5_IFC 2013;90121-5-05;Pinus taeda;5;IFC 2013;2013;7,2;18,4;1571,2;2,3;13,2;14,2;236,3;263,2;0,0;16,4;219,8;7,0;2;1;6,0;0,90;
90121-5-05_5;90121-5-05_5_IFC 2013;90121-5-05;Pinus taeda;5;IFC 2013;2013;8,3;18,8;1571,2;2,4;13,3;14,9;252,9;278,7;2,9;22,7;227,3;8,0;2;2;5,6;0,91;
90121-7-05_4;90121-7-05_4_IFC 2013;90121-7-05;Pinus taeda;4;IFC 2013;2013;7,2;17,7;1519,0;2,0;12,8;13,1;201,7;229,4;3,0;11,6;187,1;7,0;2;1;6,6;0,88;
90121-7-05_4;90121-7-05_4_IFC 2013;90121-7-05;Pinus taeda;4;IFC 2013;2013;8,3;18,0;1519,0;2,0;13,0;13,8;215,5;241,5;3,1;16,5;195,8;8,0;2;2;6,3;0,89;
90121-8-05_3;90121-8-05_3_IFC 2013;90121-8-05;Pinus taeda;3;IFC 2013;2013;7,2;17,8;1558,9;2,1;13,0;14,6;220,3;246,1;3,0;26,3;191,0;7,0;2;1;6,3;0,89;
90121-8-05_3;90121-8-05_3_IFC 2013;90121-8-05;Pinus taeda;3;IFC 2013;2013;8,3;18,1;1558,9;2,1;13,2;15,2;231,1;258,2;3,2;29,7;198,3;8,0;2;2;6,0;0,90;
90122-1-03_1;90122-1-03_1_IFC 2010;90122-1-03;Pinus taeda;1;IFC 2010;2010;7,5;19,4;1519,0;2,4;13,0;14,0;265,2;288,6;19,4;44,6;201,2;7,0;2;1;5,3;0,92;
90122-1-03_1;90122-1-03_1_IFC 2013;90122-1-03;Pinus taeda;1;IFC 2013;2013;9,1;20,7;1499,0;2,8;16,1;17,3;355,4;379,9;38,8;63,2;253,4;9,0;2;2;3,9;0,94;
90122-2-03_2;90122-2-03_2_IFC 2010;90122-2-03;Pinus taeda;2;IFC 2010;2010;7,5;19,7;1618,9;2,6;13,0;13,4;294,3;319,8;9,8;58,6;225,9;7,0;3;1;5,1;0,92;
90122-2-03_2;90122-2-03_2_IFC 2013;90122-2-03;Pinus taeda;2;IFC 2013;2013;9,1;21,5;1598,9;3,0;16,2;16,6;414,3;438,7;43,3;85,4;285,7;9,0;3;2;3,6;0,94;
90122-2-03_2;90122-2-03_2_IFC 2013;90122-2-03;Pinus taeda;2;IFC 2013;2013;10,3;22,5;1598,9;3,3;16,7;18,1;472,9;498,5;75,5;111,0;286,5;10,0;3;3;3,2;0,95;
90122-3-03_3;90122-3-03_3_IFC 2010;90122-3-03;Pinus taeda;3;IFC 2010;2010;7,5;18,7;1558,9;2,3;13,0;13,9;256,4;283,3;6,3;29,6;220,5;7,0;2;1;5,5;0,91;
90122-3-03_3;90122-3-03_3_IFC 2013;90122-3-03;Pinus taeda;3;IFC 2013;2013;9,1;20,0;1479,0;2,4;16,1;17,9;322,3;347,5;15,6;41,4;265,4;9,0;2;2;4,3;0,93;
90122-4-03_4;90122-4-03_4_IFC 2010;90122-4-03;Pinus taeda;4;IFC 2010;2010;7,5;19,2;1678,8;2,5;13,1;14,6;287,4;314,9;3,2;42,3;241,9;7,0;3;1;5,3;0,91;
90122-4-03_4;90122-4-03_4_IFC 2013;90122-4-03;Pinus taeda;4;IFC 2013;2013;9,1;20,6;1638,9;2,9;16,3;18,7;395,3;421,1;31,8;69,7;293,7;9,0;3;2;3,9;0,94;
90122-4-03_4;90122-4-03_4_IFC 2013;90122-4-03;Pinus taeda;4;IFC 2013;2013;10,3;21,5;1618,9;3,1;16,6;19,3;439,9;466,3;60,7;98,0;281,2;10,0;3;3;3,5;0,94;
90122-5-03_5;90122-5-03_5_IFC 2010;90122-5-03;Pinus taeda;5;IFC 2010;2010;7,5;19,2;1499,0;2,3;13,0;14,9;266,6;291,3;20,9;37,8;207,9;7,0;2;1;5,1;0,92;
90122-5-03_5;90122-5-03_5_IFC 2013;90122-5-03;Pinus taeda;5;IFC 2013;2013;9,1;21,6;1439,0;2,8;16,4;18,4;393,3;417,0;70,3;67,6;255,4;9,0;2;2;3,5;0,94;
90124-11-05_2;90124-11-05_2_IFC 2013;90124-11-05;Pinus taeda;2;IFC 2013;2013;7,1;18,7;1319,0;1,9;13,9;16,1;226,0;247,4;2,9;38,9;184,2;7,0;2;1;5,3;0,91;
90124-11-05_2;90124-11-05_2_IFC 2013;90124-11-05;Pinus taeda;2;IFC 2013;2013;8,3;18,9;1319,0;2,0;14,1;16,6;237,7;259,6;14,4;36,8;186,4;8,0;2;2;5,1;0,92;
90124-12-05_4;90124-12-05_4_IFC 2013;90124-12-05;Pinus taeda;4;IFC 2013;2013;7,1;18,8;1419,0;2,1;14,0;15,0;254,3;277,2;0,0;42,8;211,5;7,0;2;1;5,1;0,92;
90124-12-05_4;90124-12-05_4_IFC 2013;90124-12-05;Pinus taeda;4;IFC 2013;2013;8,3;19,3;1419,0;2,2;14,4;15,7;268,1;293,2;8,9;46,0;213,2;8,0;2;2;4,8;0,91;
90124-13-05_3;90124-13-05_3_IFC 2013;90124-13-05;Pinus taeda;3;IFC 2013;2013;7,1;18,9;1610,0;2,4;13,9;14,1;278,1;304,5;6,1;31,3;240,8;7,0;2;1;5,3;0,91;
90124-13-05_3;90124-13-05_3_IFC 2013;90124-13-05;Pinus taeda;3;IFC 2013;2013;8,3;19,2;1610,0;2,5;14,0;14,5;290,6;317,3;17,8;31,5;241,3;8,0;2;2;5,1;0,92;
90124-14-05_5;90124-14-05_5_IFC 2013;90124-14-05;Pinus taeda;5;IFC 2013;2013;7,1;20,1;1479,0;2,5;14,1;14,6;303,6;328,9;28,9;58,3;216,4;7,0;2;1;4,5;0,92;
90124-14-05_5;90124-14-05_5_IFC 2013;90124-14-05;Pinus taeda;5;IFC 2013;2013;8,3;20,3;1479,0;2,5;14,3;15,3;317,4;342,3;33,0;68,0;216,4;8,0;2;2;4,3;0,93;
90124-15-05_6;90124-15-05_6_IFC 2013;90124-15-05;Pinus taeda;6;IFC 2013;2013;7,1;18,8;1459,0;2,2;13,8;14,5;258,8;283,7;3,9;55,4;199,5;7,0;2;1;5,1;0,91;
90124-15-05_6;90124-15-05_6_IFC 2013;90124-15-05;Pinus taeda;6;IFC 2013;2013;8,3;19,1;1459,0;2,3;14,0;15,2;271,4;297,5;12,6;57,5;201,3;8,0;2;2;4,9;0,91;
90124-16-05_7;90124-16-05_7_IFC 2013;90124-16-05;Pinus taeda;7;IFC 2013;2013;7,1;20,6;1183,3;2,1;14,5;14,2;252,0;271,0;9,3;44,7;197,9;7,0;2;1;4,4;0,93;
90124-16-05_7;90124-16-05_7_IFC 2013;90124-16-05;Pinus taeda;7;IFC 2013;2013;8,3;21,0;1183,3;2,2;14,6;15,0;262,6;282,9;18,2;52,0;192,4;8,0;2;2;4,2;0,93;
90124-17-05_8;90124-17-05_8_IFC 2013;90124-17-05;Pinus taeda;8;IFC 2013;2013;7,1;17,9;1474,2;2,1;13,6;15,2;227,2;251,1;9,5;29,8;187,9;7,0;2;1;5,9;0,90;
90124-17-05_8;90124-17-05_8_IFC 2013;90124-17-05;Pinus taeda;8;IFC 2013;2013;8,3;18,2;1474,2;2,2;13,7;15,9;237,9;263,0;12,7;30,6;194,6;8,0;2;2;5,6;0,90;
90124-2-05_1;90124-2-05_1_IFC 2013;90124-2-05;Pinus taeda;1;IFC 2013;2013;7,1;19,7;1280,3;2,1;14,2;15,1;245,2;267,2;18,2;31,3;195,7;7,0;2;1;4,8;0,92;
90124-2-05_1;90124-2-05_1_IFC 2013;90124-2-05;Pinus taeda;1;IFC 2013;2013;8,3;19,9;1280,3;2,1;14,4;15,8;257,1;279,2;19,0;36,7;201,4;8,0;2;2;4,6;0,92;
90125-1-01_1;90125-1-01_1_IFC 2010;90125-1-01;Pinus taeda;1;IFC 2010;2010;9,5;20,5;1538,9;2,6;15,1;17,0;337,0;362,1;29,8;65,1;242,1;10,0;3;1;4,2;0,93;
90125-1-01_1;90125-1-01_1_IFC 2013;90125-1-01;Pinus taeda;1;IFC 2013;2013;11,1;21,2;1479,0;2,8;18,0;18,5;424,2;449,6;63,2;76,1;284,9;11,0;3;2;3,3;0,94;
90125-1-01_1;90125-1-01_1_IFC 2013;90125-1-01;Pinus taeda;1;IFC 2013;2013;12,3;21,8;1479,0;2,9;18,3;20,7;455,5;480,8;82,9;90,0;282,6;12,0;3;3;3,1;0,95;
90125-2-01_2;90125-2-01_2_IFC 2010;90125-2-01;Pinus taeda;2;IFC 2010;2010;9,5;22,5;1319,1;2,7;15,6;16,8;358,1;378,1;53,6;83,9;220,6;10,0;3;1;3,5;0,95;
90125-2-01_2;90125-2-01_2_IFC 2013;90125-2-01;Pinus taeda;2;IFC 2013;2013;11,1;23,5;1299,1;2,9;18,5;18,7;458,3;478,6;92,5;100,0;265,9;11,0;3;2;2,7;0,96;
90125-2-01_2;90125-2-01_2_IFC 2013;90125-2-01;Pinus taeda;2;IFC 2013;2013;12,3;24,3;1259,1;3,1;19,0;19,9;488,8;509,3;125,1;109,1;254,6;12,0;3;3;2,5;0,96;
90125-3-01_3;90125-3-01_3_IFC 2010;90125-3-01;Pinus taeda;3;IFC 2010;2010;9,5;21,3;1439,0;2,7;15,3;17,2;352,5;376,0;47,2;65,5;239,9;10,0;2;1;3,8;0,94;
90125-3-01_3;90125-3-01_3_IFC 2013;90125-3-01;Pinus taeda;3;IFC 2013;2013;11,1;22,7;1359,1;2,8;18,4;18,5;445,7;470,2;84,6;93,2;268,0;11,0;2;2;2,9;0,95;
90125-5-01_4;90125-5-01_4_IFC 2010;90125-5-01;Pinus taeda;4;IFC 2010;2010;9,5;20,2;1519,0;2,6;15,0;16,6;325,2;349,9;38,4;56,4;230,4;10,0;3;1;4,3;0,93;
90125-5-01_4;90125-5-01_4_IFC 2013;90125-5-01;Pinus taeda;4;IFC 2013;2013;11,1;21,2;1519,0;2,8;18,0;19,0;439,9;464,2;76,4;87,7;275,7;11,0;3;2;3,3;0,95;
90125-5-01_4;90125-5-01_4_IFC 2013;90125-5-01;Pinus taeda;4;IFC 2013;2013;12,3;21,6;1499,0;2,9;18,3;21,1;466,7;492,7;92,8;100,9;272,9;12,0;3;3;3,0;0,95;
90125-7-01_5;90125-7-01_5_IFC 2010;90125-7-01;Pinus taeda;5;IFC 2010;2010;9,5;20,8;1479,0;2,6;15,1;15,8;326,5;352,7;22,3;63,3;240,9;10,0;2;1;4,2;0,93;
90125-7-01_5;90125-7-01_5_IFC 2013;90125-7-01;Pinus taeda;5;IFC 2013;2013;11,1;22,1;1439,0;2,9;18,1;17,5;447,0;471,0;66,0;103,4;277,6;11,0;2;2;3,1;0,95;
90126-1-01_1;90126-1-01_1_IFC 2010;90126-1-01;Pinus taeda;1;IFC 2010;2010;9,5;19,9;1598,9;2,5;13,6;14,2;282,0;307,9;0,0;35,2;246,9;10,0;3;1;5,2;0,92;
90126-1-01_1;90126-1-01_1_IFC 2013;90126-1-01;Pinus taeda;1;IFC 2013;2013;11,1;20,7;1558,9;2,8;16,7;16,7;370,3;396,9;11,8;57,8;300,6;11,0;3;2;3,9;0,93;
90126-1-01_1;90126-1-01_1_IFC 2013;90126-1-01;Pinus taeda;1;IFC 2013;2013;12,3;21,0;1538,9;2,9;16,9;17,8;391,9;417,5;30,8;78,5;282,6;12,0;3;3;3,7;0,94;
90126-3-01_3;90126-3-01_3_IFC 2010;90126-3-01;Pinus taeda;3;IFC 2010;2010;9,5;19,8;1598,9;2,6;13,6;15,4;283,4;309,3;5,9;44,6;232,9;10,0;2;1;5,2;0,92;
90126-3-01_3;90126-3-01_3_IFC 2013;90126-3-01;Pinus taeda;3;IFC 2013;2013;12,3;20,6;1439,0;2,5;16,7;17,3;355,8;380,5;28,0;66,8;261,0;12,0;2;2;3,8;0,94;
90126-4-01_4;90126-4-01_4_IFC 2010;90126-4-01;Pinus taeda;4;IFC 2010;2010;9,5;19,9;1519,0;2,5;13,6;15,5;285,4;310,5;23,4;42,6;219,4;10,0;3;1;4,9;0,92;
90126-4-01_4;90126-4-01_4_IFC 2013;90126-4-01;Pinus taeda;4;IFC 2013;2013;11,1;21,1;1459,0;2,7;16,8;18,2;385,8;410,6;55,4;76,9;253,5;11,0;3;2;3,6;0,94;
90126-4-01_4;90126-4-01_4_IFC 2013;90126-4-01;Pinus taeda;4;IFC 2013;2013;12,3;22,2;1339,1;2,8;17,2;18,8;401,3;424,7;71,8;85,0;244,5;12,0;3;3;3,2;0,94;
90126-5-01_5;90126-5-01_5_IFC 2010;90126-5-01;Pinus taeda;5;IFC 2010;2010;9,5;20,6;1459,0;2,5;14,0;16,1;287,8;310,3;7,1;49,7;231,0;10,0;3;1;4,7;0,93;
90126-5-01_5;90126-5-01_5_IFC 2013;90126-5-01;Pinus taeda;5;IFC 2013;2013;11,1;21,1;1459,0;2,7;16,8;16,4;371,7;396,8;28,8;66,9;276,0;11,0;3;2;3,7;0,94;
90126-5-01_5;90126-5-01_5_IFC 2013;90126-5-01;Pinus taeda;5;IFC 2013;2013;12,3;21,5;1399,0;2,8;17,2;19,3;387,1;409,2;46,4;81,8;259,0;12,0;3;3;3,4;0,95;
90126-7-01_6;90126-7-01_6_IFC 2010;90126-7-01;Pinus taeda;6;IFC 2010;2010;9,5;20,8;1459,0;2,6;13,9;15,9;300,5;322,6;22,1;57,0;221,4;10,0;3;1;4,5;0,93;
90126-7-01_6;90126-7-01_6_IFC 2013;90126-7-01;Pinus taeda;6;IFC 2013;2013;11,1;21,6;1439,0;2,9;17,0;17,5;400,2;424,3;67,4;62,1;270,7;11,0;3;2;3,4;0,94;
90126-7-01_6;90126-7-01_6_IFC 2013;90126-7-01;Pinus taeda;6;IFC 2013;2013;12,3;22,2;1439,0;3,0;17,3;19,3;434,5;458,0;71,4;86,6;276,6;12,0;3;3;3,1;0,95;
90127-9-05_1;90127-9-05_1_IFC 2012;90127-9-05;Pinus taeda;1;IFC 2012;2012;7,0;17,2;1499,0;1,8;11,6;12,1;169,4;192,2;0,0;2,3;167,1;7,0;2;1;7,8;0,88;
90127-9-05_1;90127-9-05_1_IFC 2013;90127-9-05;Pinus taeda;1;IFC 2013;2013;8,2;17,8;1479,0;1,9;12,0;12,8;183,0;205,0;0,0;4,8;178,2;8,0;2;2;7,2;0,89;
90236-10-03_8;90236-10-03_8_IFC 2010;90236-10-03;Pinus taeda;8;IFC 2010;2010;7,5;18,2;1558,9;2,1;11,9;12,7;200,5;226,9;0,0;17,0;183,5;8,0;3;1;6,9;0,88;
90236-10-03_8;90236-10-03_8_IFC 2012;90236-10-03;Pinus taeda;8;IFC 2012;2012;9,1;19,8;1499,0;2,4;14,5;14,8;303,2;327,4;10,1;43,9;249,2;9,0;3;2;4,6;0,93;
90236-10-03_8;90236-10-03_8_IFC 2013;90236-10-03;Pinus taeda;8;IFC 2013;2013;10,3;20,5;1499,0;2,6;15,4;15,4;330,0;355,6;22,0;48,8;259,3;10,0;3;3;4,2;0,93;
90236-1-03_1;90236-1-03_1_IFC 2010;90236-1-03;Pinus taeda;1;IFC 2010;2010;7,5;18,6;1578,9;2,3;12,2;14,2;217,2;242,5;0,0;10,5;206,7;8,0;3;1;6,5;0,90;
90236-1-03_1;90236-1-03_1_IFC 2012;90236-1-03;Pinus taeda;1;IFC 2012;2012;9,1;19,8;1538,9;2,6;14,6;15,8;316,1;341,2;9,8;56,9;249,3;9,0;3;2;4,5;0,93;
90236-1-03_1;90236-1-03_1_IFC 2013;90236-1-03;Pinus taeda;1;IFC 2013;2013;10,3;21,2;1538,9;2,9;15,7;18,2;372,7;397,0;21,7;81,1;269,9;10,0;3;3;3,9;0,94;
90236-11-03_10;90236-11-03_10_IFC 2010;90236-11-03;Pinus taeda;10;IFC 2010;2010;7,5;17,5;1319,1;1,7;11,7;12,4;153,2;174,2;0,0;4,9;148,3;8,0;3;1;7,6;0,88;
90236-11-03_10;90236-11-03_10_IFC 2012;90236-11-03;Pinus taeda;10;IFC 2012;2012;9,1;19,8;1239,1;2,0;14,3;14,1;252,3;272,8;19,5;35,3;197,5;9,0;3;2;4,5;0,92;
90236-11-03_10;90236-11-03_10_IFC 2013;90236-11-03;Pinus taeda;10;IFC 2013;2013;10,3;20,5;1219,2;2,1;15,3;16,0;266,2;288,1;19,3;41,3;205,6;10,0;3;3;4,2;0,92;
90236-12-03_9;90236-12-03_9_IFC 2010;90236-12-03;Pinus taeda;9;IFC 2010;2010;7,5;18,0;1479,0;1,9;11,9;12,4;180,8;204,4;0,0;0,0;180,8;8,0;3;1;7,2;0,88;
90236-12-03_9;90236-12-03_9_IFC 2012;90236-12-03;Pinus taeda;9;IFC 2012;2012;9,1;19,4;1459,0;2,3;14,3;13,9;280,2;304,6;6,1;48,9;225,1;9,0;3;2;4,8;0,92;
90236-12-03_9;90236-12-03_9_IFC 2013;90236-12-03;Pinus taeda;9;IFC 2013;2013;10,3;20,0;1459,0;2,4;15,2;15,1;299,5;322,9;0,0;54,1;245,4;10,0;3;3;4,5;0,93;
90236-2-03_3;90236-2-03_3_IFC 2010;90236-2-03;Pinus taeda;3;IFC 2010;2010;7,5;18,6;1459,0;2,1;12,1;13,1;197,7;221,1;0,0;9,5;188,2;8,0;3;1;6,6;0,89;
90236-2-03_3;90236-2-03_3_IFC 2012;90236-2-03;Pinus taeda;3;IFC 2012;2012;9,1;20,5;1439,0;2,4;14,7;15,7;319,1;344,1;20,0;62,2;236,9;9,0;3;2;4,2;0,93;
90236-2-03_3;90236-2-03_3_IFC 2013;90236-2-03;Pinus taeda;3;IFC 2013;2013;10,3;21,7;1419,0;2,7;15,8;16,8;363,9;385,8;33,9;75,2;254,7;10,0;3;3;3,7;0,94;
90236-2-03_4;90236-2-03_4_IFC 2010;90236-2-03;Pinus taeda;4;IFC 2010;2010;7,5;18,2;1538,9;2,1;12,1;13,5;196,9;223,5;0,0;7,0;189,9;8,0;2;1;6,9;0,88;
90236-2-03_4;90236-2-03_4_IFC 2012;90236-2-03;Pinus taeda;4;IFC 2012;2012;9,1;19,9;1439,0;2,4;14,8;16,5;305,8;331,0;12,7;61,0;232,1;9,0;2;2;4,3;0,92;
90236-2-03_5;90236-2-03_5_IFC 2010;90236-2-03;Pinus taeda;5;IFC 2010;2010;7,5;18,8;1519,0;2,2;12,1;13,2;213,7;239,1;3,0;19,8;191,0;8,0;3;1;6,4;0,89;
90236-2-03_5;90236-2-03_5_IFC 2012;90236-2-03;Pinus taeda;5;IFC 2012;2012;9,1;20,3;1439,0;2,5;14,7;15,5;318,7;344,1;35,1;62,8;220,9;9,0;3;2;4,2;0,93;
90236-2-03_5;90236-2-03_5_IFC 2013;90236-2-03;Pinus taeda;5;IFC 2013;2013;10,3;21,4;1439,0;2,7;15,8;17,5;361,9;384,8;52,0;70,2;239,7;10,0;3;3;3,7;0,94;
90236-3-03_2;90236-3-03_2_IFC 2010;90236-3-03;Pinus taeda;2;IFC 2010;2010;7,5;19,3;1459,0;2,3;12,3;13,9;222,0;245,3;6,2;27,4;188,5;8,0;2;1;5,9;0,91;
